location_id;company_name;address;city;county;state;zip;phone1;email;web;level;event date;price;categories;methods of payment;excerpt;description;images;map icons
134;Hawaiian King Hotel;18 Fountain St;Anchorage;Anchorage;AK;99515;907-797-9628;penney_weight@aol.com;http://www.hawaiiankinghotel.com;1;05.06.2014;45.5;"community-services;education";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ATI_BG.JPG;Sports, Health & Beauty/usfootball.png
171;Killion Industries;7 W 32nd St;Erie;Erie;PA;16502;814-393-5571;elly_morocco@gmail.com;http://www.killionindustries.com;1;07.10.2014;45.55;construction;Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;COM0028.JPG;Stores/tools.png
153;Robinson, William J Esq;2853 S Central Expy;Glen Burnie;Anne Arundel;MD;21061;410-914-9018;ilene.eroman@hotmail.com;http://www.robinsonwilliamjesq.com;1;23.06.2014;125;computer;Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Digital Keyboard_.jpg;Tourism & Nature/riparian.png
145;Private Properties;74 W College St;Boise;Ada;ID;83707;208-862-5339;vmondella@mondella.com;http://www.privateproperties.com;1;30.04.2014;190;"general;construction";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Feel the power FINAL.jpg;Transportation/taxiway.png
137;Rowley Schlimgen Inc;701 S Harrison Rd;San Francisco;San Francisco;CA;94104;415-315-2761;kallie.blackwood@gmail.com;http://www.rowleyschlimgeninc.com;1;25.02.2013;150;"agencies;properties;support-services";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;wall_236_1.jpg;Administration, Office & Industry/embassy.png
166;Forging Specialties;1088 Pinehurst St;Chapel Hill;Orange;NC;27514;919-225-9345;johnetta_abdallah@aol.com;http://www.forgingspecialties.com;1;12.12.2014;110;business-services;"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;374-1024.jpg;Culture & Entertainment/dancinghall.png
137;Smits, Patricia Garity;30 W 80th St #1995;San Carlos;San Mateo;CA;94070;650-528-5783;brhym@rhym.com;http://www.smitspatriciagarity.com;1;19.11.2014;90;african-restaurants;"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0003.JPG;Education & Kids/daycare.png
137;H Lee Leonard Attorney At Law;20932 Hedley St;Concord;Contra Costa;CA;94520;925-647-3298;micaela_rhymes@gmail.com;http://www.hleeleonardattorneyatlaw.com;1;09.08.2014;115.5;"agencies;properties";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0010.JPG;Events & Weather/planecrash.png
168;A K Construction Co;2737 Pistorio Rd #9230;London;Madison;OH;43140;740-343-8575;tamar@hotmail.com;http://www.akconstructionco.com;1;17.09.2014;60;"events;cafes;snacks-desserts";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;00192_goldengate_1024x768.jpg;Friends, Family & Real Estate/realestate.png
165;Ambelang, Jessica M Md;74989 Brandon St;Wellsville;Allegany;NY;14895;585-866-8313;moon@yahoo.com;http://www.ambelangjessicammd.com;1;02.11.2014;11;"bakeries;breakfast-restaurants;snacks-desserts";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0033.JPG;Friends, Family & Real Estate/home.png
153;Q A Service;6 Kains Ave;Baltimore;Baltimore City;MD;21215;410-520-4832;laurel_reitler@reitler.com;http://www.qaservice.com;1;22.11.2014;123;"cafes;snacks-desserts";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0045.JPG;Administration, Office & Industry/laundromat.png
163;Wood & Whitacre Contractors;47565 W Grand Ave;Newark;Essex;NJ;7105;973-354-2040;delisa.crupi@crupi.com;http://www.woodwhitacrecontractors.com;1;12.12.2014;55;"cocktail-lounges;drinking-establishments";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;00217_federalhillpark_1600x1200.jpg;Culture & Entertainment/circus.png
146;Mark Iv Press Ltd;4284 Dorigo Ln;Chicago;Cook;IL;60647;773-446-5569;viva.toelkes@gmail.com;http://www.markivpressltd.com;1;03.04.2014;110;drinking-establishments;Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0070.JPG;Media/photoupright.png
163;Museum Of Science & Industry;6794 Lake Dr E;Newark;Essex;NJ;7104;973-927-3447;elza@yahoo.com;http://www.museumofscienceindustry.com;1;20.10.2015;20;catalog-electronic-shopping;Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;ANM0073.JPG;Miscellaneous/telephone.png
164;Garrison Ind;31 Douglas Blvd #950;Clovis;Curry;NM;88101;505-975-8559;devorah@hotmail.com;http://www.garrisonind.com;1;10.10.2015;30;"flowers-plants;specialty-stores";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Ferrari F50 (1).jpg;Administration, Office & Industry/watertower.png
165;Saronix Nymph Products;44 W 4th St;Staten Island;Richmond;NY;10309;718-332-6527;timothy_mulqueen@mulqueen.org;http://www.saronixnymphproducts.com;1;05.06.2014;29.99;kitchen-bath-products-supplies;"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Acura-RL-A-03-1280.jpg;Restaurants & Hotels/coffee.png
142;Smc Inc;11279 Loytan St;Jacksonville;Duval;FL;32254;904-775-4480;ahoneywell@honeywell.com;http://www.smcinc.com;1;07.10.2014;35.5;"games-hobbies;specialty-stores;aikido";"Cash;Visa;MasterCard;Cheque";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Acura-RSX-06-1280.jpg;Events & Weather/gun.png
137;E A I Electronic Assocs Inc;69 Marquette Ave;Hayward;Alameda;CA;94545;510-993-3758;dominque.dickerson@dickerson.org;http://www.eaielectronicassocsinc.com;3;23.06.2014;50;"aikido;dance";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Hummer H1 (1).jpg;Administration, Office & Industry/mine.png
168;Conte, Christopher A Esq;70 W Main St;Beachwood;Cuyahoga;OH;44122;216-657-7668;lettie_isenhower@yahoo.com;http://www.contechristopheraesq.com;1;30.04.2014;120;bmx-racing;"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;MB-classic300SL-07-1280.jpg;Restaurants & Hotels/restaurant-barbecue.png
176;Anker Law Office;461 Prospect Pl #316;Euless;Tarrant;TX;76040;817-914-7518;mmunns@cox.net;http://www.ankerlawoffice.com;1;25.02.2013;250;bed-breakfast;"Cash;Visa;MasterCard;Cheque";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;volvoroadtrain1kz.jpg;Culture & Entertainment/museum-historical.png
137;Beutelschies & Company;47154 Whipple Ave Nw;Gardena;Los Angeles;CA;90247;310-774-7643;stephaine@barfield.com;http://www.beutelschiescompany.com;1;12.12.2014;500;"business-services;real-estate-construction";"Cash;Visa;MasterCard;Cheque";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Pontiac-GTO-Ram04-1280.jpg;Media/photo.png
146;Fligg, Kenneth I Jr;37 Alabama Ave;Evanston;Cook;IL;60201;847-728-7286;lai.gato@gato.org;http://www.fliggkennethijr.com;1;19.11.2014;235;"electronics;garage-sale;furniture;sporting;music";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;valentine's_day_37187.jpg;Miscellaneous/drinkingfountain.png
168;Sharp, J Daniel Esq;3777 E Richmond St #900;Akron;Summit;OH;44302;330-537-5358;stephen_emigh@hotmail.com;http://www.sharpjdanielesq.com;1;09.08.2014;19;"construction;banks";"Cash;Visa;MasterCard;Cheque";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;WO_SCN05.JPG;Administration, Office & Industry/amphitheater.png
171;Assink, Anne H Esq;3 Fort Worth Ave;Philadelphia;Philadelphia;PA;19106;215-255-1641;tshields@gmail.com;http://www.assinkannehesq.com;1;17.09.2014;99;"banks;transportation";"Cash;Visa;MasterCard;Cheque";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;flower_falls.jpg;Sports, Health & Beauty/airplane-sport.png
137;Jewel My Shop Inc;4800 Black Horse Pike;Burlingame;San Mateo;CA;94010;650-803-1936;twardrip@cox.net;http://www.jewelmyshopinc.com;1;02.11.2014;100;"education;security-brokers-dealers";"Cash;American Express;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Armies of Exigo.jpg;Culture & Entertainment/party.png
137;Chinese Translation Resources;83649 W Belmont Ave;San Gabriel;Los Angeles;CA;91776;626-572-1096;cory.gibes@gmail.com;http://www.chinesetranslationresources.com;1;22.11.2014;45.5;"events;music;hotels-motels";"Cash;Gift Sertificate;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Js Volcano 2_.jpg;Stores/music.png
176;Stevens, Charles T;840 15th Ave;Waco;McLennan;TX;76708;254-782-8569;danica_bruschke@gmail.com;http://www.stevenscharlest.com;1;12.12.2014;45.55;agencies;Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;waterfall005.jpg;Administration, Office & Industry/currencyexchange.png
134;Mclaughlin, Luther W Cpa;1747 Calle Amanecer #2;Anchorage;Anchorage;AK;99501;907-870-5536;wilda@cox.net;http://www.mclaughlinlutherwcpa.com;1;03.04.2014;125;real-estate-construction;"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Shane66 - Odrasti_maleni.jpg;Events & Weather/revolution.png
137;Tree Musketeers;99385 Charity St #840;San Jose;Santa Clara;CA;95110;408-703-8505;elvera.benimadho@cox.net;http://www.treemusketeers.com;1;20.10.2015;190;"clinics;transportation";Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;archangel8li.jpg;Media/video.png
137;Springfield Div Oh Edison Co;68556 Central Hwy;San Leandro;Alameda;CA;94577;510-503-7169;carma@cox.net;http://www.springfielddivohedisonco.com;1;10.10.2015;150;"business-services;pet;banks";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Gnome.jpg;Restaurants & Hotels/restaurantgourmet.png
147;Logan Memorial Hospital;55 Riverside Ave;Indianapolis;Marion;IN;46202;317-722-5066;malinda.hochard@yahoo.com;http://www.loganmemorialhospital.com;1;05.06.2014;110;catalog-electronic-shopping;Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;Mmmm_Summer_by_Tengman.jpg;Restaurants & Hotels/pizza.png
183;Kelly, Charles G Esq;7140 University Ave;Rock Springs;Sweetwater;WY;82901;307-704-8713;natalie.fern@hotmail.com;http://www.kellycharlesgesq.com;1;07.10.2014;90;security-brokers-dealers;Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;3D Didgital 085.jpg;Sports, Health & Beauty/karting.png
179;Industrial Paper Shredders Inc;64 5th Ave #1153;Mc Lean;Fairfax;VA;22102;703-235-3937;lisha@centini.org;http://www.industrialpapershreddersinc.com;1;23.06.2014;115.5;real-estate-construction;Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;3D Didgital 068.jpg;Stores/supermarket.png
151;Beck Horizon Builders;3 Secor Rd;New Orleans;Orleans;LA;70112;504-710-5840;arlene_klusman@gmail.com;http://www.beckhorizonbuilders.com;1;30.04.2014;60;"business-services;community-services";"Cash;Visa;MasterCard";Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;3D Didgital 043.jpg;Tourism & Nature/ancienttemple.png
138;Porto Cayo At Hawks Cay;4 Webbs Chapel Rd;Boulder;Boulder;CO;80303;303-301-4946;alease@buemi.com;http://www.portocayoathawkscay.com;1;25.02.2013;11;electronics;Cash;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci.;Aenean gravida dapibus mollis. Praesent non nisl risus. Morbi dolor mauris, sodales sed bibendum et, interdum sed orci. Nullam ultrices, lorem eu commodo convallis, odio turpis fringilla lorem, eu auctor ipsum mi sed orci. In nibh velit, tempus in auctor in, adipiscing ut odio. Phasellus vitae purus turpis, ultricies aliquam metus. Suspendisse dignissim gravida rutrum. Nam commodo neque libero, et viverra libero.;satellitefusion1gc.jpg;Transportation/car.png
